,0
1746,[[19.52 54.81 54.86 83.62]]
1747,[[25.88 85.66]]
1748,[[ 7.68 37.62 79.53]]
1749,[[51.24 59.84]]
1750,[[46.51 52.52]]
1751,[[ 6.26 94.93]]
1752,[[12.55 15.08 55.14 81.01]]
1753,[[42.03 96.02]]
1754,[[ 5.33  7.55 14.73 46.87 46.92 48.94]]
1755,[[38.6  43.89 61.48]]
1756,[[27.82 40.15 50.7  54.26 85.17 91.75]]
1757,[[16.29 32.33 42.55 50.  ]]
1758,[[11.07 35.85 59.86 96.04]]
1759,[[ 5.63 33.9  39.65 71.16 81.86 91.76]]
1760,[[54.66 80.29]]
1761,[[19.93 37.44 59.99 77.56]]
1762,[[17.98 25.66 43.06]]
1763,[[24.73 44.35]]
1764,[[ 1.65  2.36  4.97 92.7 ]]
1765,[[50.03 86.48]]
1766,[[41.74 69.83 77.   86.73]]
1767,[[89.03 95.98]]
1768,[[40.51 46.78 60.92 73.5  91.04 96.95]]
1769,[[12.67 19.71 24.34]]
1770,[[25.64 59.72 87.43]]
1771,[[35.08 55.19]]
1772,[[ 5.16 84.19 92.78]]
1773,[[36.35 37.22 44.44 57.28 84.29 85.35]]
1774,[[15.75 91.68]]
1775,[[26.19 78.06 91.15 96.55]]
1776,[[ 6.32 15.59 46.95 71.01 76.2  87.78]]
1777,[[ 2.07  5.32 17.92 24.73 35.28 42.93]]
1778,[[ 7.32 19.34 40.29 61.56 84.63]]
1779,[[30.03 45.35]]
1780,[[ 6.58 14.77 48.11 81.23 95.14]]
1781,[[35.29 53.75 78.96]]
1782,[[38.55 69.72]]
1783,[[ 4.17  5.29  7.49 27.76 53.9  55.24]]
1784,[[15.8  17.93 35.59 79.59 80.38]]
1785,[[ 5.11 26.01 66.   78.83 91.19 91.78]]
1786,[[ 2.94 33.12 47.73 60.56 61.35 83.58]]
1787,[[ 1.07 18.12 58.27 67.98 75.95]]
1788,[[82.65 87.51]]
1789,[[34.33 42.12 49.06 51.78 55.41 74.57]]
1790,[[69.96 82.22 86.39 94.28]]
1791,[[54.66 77.52 77.74 99.96]]
1792,[[ 0.9   9.14 18.74 57.12 72.02]]
1793,[[ 3.88 11.13 24.23 27.39 36.95 76.17]]
1794,[[15.95 79.44]]
1795,[[ 7.73 62.93 68.33 81.22 97.01]]
1796,[[77.24 77.52 88.53]]
1797,[[ 2.94  9.86 20.55 60.23]]
1798,[[17.97 25.23 72.52 85.36 98.91]]
1799,[[10.24 16.29 43.29 75.8 ]]
1800,[[ 9.78 23.51 75.71 76.78 85.77]]
1801,[[36.12 46.26 84.57 86.73 92.26]]
1802,[[13.88 27.02 52.52 91.75 94.81]]
1803,[[ 4.24 59.36 89.55]]
1804,[[13.8  50.8  70.36 82.34 90.06]]
1805,[[24.93 41.17 72.57 89.55 97.9  98.07]]
1806,[[10.37 13.24 63.01]]
1807,[[13.96 14.16 29.53]]
1808,[[36.97 68.56 87.96 98.11]]
1809,[[25.83 34.32 88.28 99.51]]
1810,[[37.93 43.48 82.29]]
1811,[[54.09 86.44 90.81]]
1812,[[ 1.11  7.89 13.85 30.67 37.49]]
1813,[[56.57 65.36]]
1814,[[14.94 93.04]]
1815,[[50.39 73.93]]
1816,[[21.51 25.09 65.87 77.03 97.34 99.51]]
1817,[[43.81 62.74]]
1818,[[24.65 62.98 73.66 82.84 85.62]]
1819,[[21.74 34.14 35.41 38.42 72.41]]
1820,[[ 7.28  7.32 20.13 42.05 76.21 87.44]]
1821,[[36.   41.1  59.81]]
1822,[[52.32 93.95]]
1823,[[32.35 53.25 75.94]]
1824,[[32.99 55.37 64.35 67.76 68.72]]
1825,[[61.89 78.08 88.  ]]
1826,[[16.06 51.16 55.56 59.24]]
1827,[[18.24 26.79 34.88 36.05 79.85 89.33]]
1828,[[21.32 53.16 58.55]]
1829,[[17.52 20.93 27.46 55.65 77.79 99.51]]
1830,[[21.47 36.1  51.12 61.46 96.52]]
1831,[[18.96 20.62 23.69 34.49 66.65 94.67]]
1832,[[37.96 77.62 93.75]]
1833,[[48.81 97.44]]
1834,[[20.01 22.58 23.84 25.19 49.98 95.4 ]]
1835,[[47.06 93.83]]
1836,[[75.96 78.38]]
1837,[[15.83 59.   85.05 91.05]]
1838,[[21.49 98.09]]
1839,[[30.41 78.13 81.22 83.14]]
1840,[[32.91 39.44]]
1841,[[20.72 71.93]]
1842,[[ 3.87 62.83 68.74 80.07 80.43]]
1843,[[31.84 33.75 80.23 82.62 95.06]]
1844,[[ 2.75 13.87 29.43 87.7 ]]
1845,[[26.23 54.34 74.75 75.51]]
1846,[[26.83 30.75 57.47 77.1 ]]
1847,[[55.88 85.92]]
1848,[[21.09 26.79 52.46 57.36 64.12 66.38]]
1849,[[71.5  79.49 83.47 86.47]]
1850,[[30.69 44.15 98.15]]
1851,[[39.88 42.15 93.55]]
1852,[[54.98 59.4  64.17 91.81]]
1853,[[ 4.83 15.69 18.44 46.09 53.09 60.34]]
1854,[[ 2.84 16.38 51.85 59.88 79.63 96.84]]
1855,[[ 0.72 52.86 59.5  75.03 81.88]]
1856,[[10.26 16.78 31.11 36.01 86.66]]
1857,[[53.06 62.28]]
1858,[[20.21 45.31 66.51 84.86]]
1859,[[ 0.7  31.63 91.09 92.63]]
1860,[[59.25 98.58]]
1861,[[78.   89.72]]
1862,[[23.74 30.35 61.38 81.77 82.96]]
1863,[[ 0.95 14.23 25.36 39.22]]
1864,[[ 1.61 13.23 29.51 34.   84.59 93.29]]
1865,[[41.8  57.64 66.07]]
1866,[[36.76 62.52 89.92 97.12]]
1867,[[20.   89.46]]
1868,[[32.71 33.47 55.83]]
1869,[[23.56 24.52 48.9  70.42 70.89 89.08]]
1870,[[30.91 45.14 69.06 75.64 77.34 80.7 ]]
1871,[[33.88 38.34 94.2 ]]
1872,[[11.62 48.19 88.56]]
1873,[[ 8.44 18.32 57.18 60.55]]
1874,[[62.41 66.4  85.77 90.05]]
1875,[[40.72 63.02]]
1876,[[64.83 76.92]]
1877,[[17.23 43.68 54.2  89.4 ]]
1878,[[ 1.27  5.7  23.   76.7  78.88]]
1879,[[ 2.89  4.17  6.43 67.83 81.65]]
1880,[[13.34 79.2  82.18]]
1881,[[21.93 31.42 39.38 40.4  96.52 99.68]]
1882,[[19.58 71.8  84.91]]
1883,[[ 7.84 45.13 81.11 95.25 97.17]]
1884,[[ 5.97 14.69 34.18 39.33 89.9  90.51]]
1885,[[ 3.03 22.95 26.16]]
1886,[[ 6.66 20.04 55.68 58.96 59.98]]
1887,[[ 8.91 58.4  85.89]]
1888,[[27.16 79.57]]
1889,[[ 9.1  13.54 26.89 48.11 56.48 86.93]]
1890,[[ 1.54 26.12 73.05 86.5 ]]
1891,[[ 2.57 60.1  82.92 93.51]]
1892,[[18.89 47.57 63.66 93.53 95.26]]
1893,[[ 0.28  6.45 45.03 92.41]]
1894,[[47.34 99.59]]
1895,[[ 6.19 38.88 54.37 85.53 99.14]]
1896,[[ 8.68 51.4  90.1  94.6 ]]
1897,[[ 2.52 15.94 42.28 67.47]]
1898,[[ 8.58 73.17 76.49]]
1899,[[ 3.28 10.29 27.73 53.23 60.85 81.01]]
1900,[[19.62 40.74 52.68 58.68 87.08]]
1901,[[ 4.26  5.01 48.19 59.87 60.56 67.41]]
1902,[[ 0.17 10.35 50.51 71.15 80.25 81.9 ]]
1903,[[36.23 87.56]]
1904,[[32.43 97.05]]
1905,[[10.26 83.65]]
1906,[[4.09 6.34]]
1907,[[36.65 49.38 53.66 76.43 86.33]]
1908,[[19.28 40.94 63.21 69.36 80.23 90.98]]
1909,[[18.28 28.67 74.4  89.94]]
1910,[[25.61 45.82 79.57]]
1911,[[13.1  21.14 36.88 53.48]]
1912,[[31.91 33.94]]
1913,[[46.1  51.38 60.05 65.33 70.41 88.35]]
1914,[[15.96 25.38 26.84 34.93 51.33 85.32]]
1915,[[ 1.59 75.88 83.76 88.18 91.25 93.7 ]]
1916,[[19.89 35.61 79.7 ]]
1917,[[ 4.78 43.18 66.91]]
1918,[[30.24 38.7  43.24 74.29 83.75 94.27]]
1919,[[54.31 58.26 89.31 94.04 97.47]]
1920,[[10.66 20.67 44.82 69.21 80.83 83.46]]
1921,[[ 6.48 30.51]]
1922,[[36.67 42.76 78.02 98.09]]
1923,[[26.66 42.17]]
1924,[[ 0.27 44.8  77.76]]
1925,[[59.08 60.39]]
1926,[[ 0.14 23.36 77.25 79.61]]
1927,[[17.66 57.27 70.4  80.77]]
1928,[[ 8.9  40.55 59.13 72.42 93.87]]
1929,[[10.99 14.48 19.17 33.59 89.99 96.32]]
1930,[[68.18 81.88 86.58 95.28]]
1931,[[11.45 69.07 77.15]]
1932,[[ 2.99 18.   39.67]]
1933,[[ 7.84  8.02 23.15 38.91 82.75]]
1934,[[ 7.88 22.48 51.65 71.32 77.42 78.59]]
1935,[[24.18 64.82 80.72]]
1936,[[ 8.09 18.14 39.31 80.01 88.53]]
1937,[[ 7.84 29.26 96.83]]
1938,[[69.59 81.56 84.53 93.97]]
1939,[[31.27 88.67]]
1940,[[28.08 40.79 44.78 46.59 59.44 68.36]]
1941,[[ 1.34 10.6  47.82 57.96 71.72]]
1942,[[10.56 14.94 31.08 39.03]]
1943,[[33.17 35.51 40.98 61.59 86.38]]
1944,[[17.63 95.27 95.77]]
1945,[[ 0.37 71.04]]
1946,[[18.59 36.55 58.14 71.68 85.45]]
1947,[[ 3.01 20.49 21.01 40.35 45.23 55.85]]
1948,[[ 3.14 26.56 42.15 44.29 74.2 ]]
1949,[[ 6.16 31.97 57.22 59.87 87.16 93.99]]
1950,[[10.1  40.79 50.85 68.44]]
1951,[[ 1.53 40.87 47.96 71.85 77.83 81.21]]
1952,[[48.17 74.2 ]]
1953,[[ 2.53 78.42]]
1954,[[ 6.14 57.53 61.72]]
1955,[[12.16 48.48 75.74 97.5 ]]
1956,[[40.75 44.68 63.47 77.76 79.8 ]]
1957,[[ 2.9   4.27 44.96 49.37 63.43 93.43]]
1958,[[ 7.88 32.04 50.6  73.44 90.72]]
1959,[[34.05 49.39 72.86 84.67 88.04 96.88]]
1960,[[46.14 69.84 83.25 95.37]]
1961,[[ 1.87 19.79 24.56 31.45 33.   53.7 ]]
1962,[[93.06 96.13]]
1963,[[25.1  59.46 62.38 62.68 67.78 98.27]]
1964,[[85.7  94.34]]
1965,[[ 0.31  2.42 39.23 76.04 80.97]]
1966,[[17.24 72.87]]
1967,[[ 0.93 74.01]]
1968,[[ 3.3   3.64 67.49 68.43 71.83 79.63]]
1969,[[ 9.48 69.1 ]]
1970,[[ 9.53 17.95 45.99]]
1971,[[23.91 30.42 44.34 51.4  86.05 90.49]]
1972,[[39.76 49.22 67.38 70.45 88.75]]
1973,[[10.78 14.99 16.47 38.65 76.07 80.27]]
1974,[[11.81 37.18 44.21 75.37 80.62 92.74]]
1975,[[ 8.   15.98 86.83]]
1976,[[27.62 28.23 35.84 65.91 88.97]]
1977,[[37.92 42.06 42.25 67.98 91.3  91.69]]
1978,[[20.61 49.32 71.44]]
1979,[[44.22 50.54 70.27]]
1980,[[55.49 63.4 ]]
1981,[[ 0.45 15.01]]
1982,[[11.61 15.15 97.86]]
1983,[[32.07 80.06 95.71]]
1984,[[22.25 61.08 72.12 84.13]]
1985,[[22.64 32.13 32.77 52.92 82.35]]
1986,[[27.36 28.01 66.13]]
1987,[[33.4  51.52 70.19 81.21]]
1988,[[ 6.63 12.15 28.11 40.58 78.73 82.91]]
1989,[[ 8.12 11.23]]
1990,[[21.41 60.31 76.79 83.62]]
1991,[[51.46 57.85 62.22 89.33 96.42]]
1992,[[18.3  22.01 34.64 58.71 80.16]]
1993,[[14.18 14.38 29.41 36.8  66.66 98.02]]
1994,[[ 4.97 65.28 78.8  81.19 84.78]]
1995,[[18.5  65.55 65.94]]
1996,[[ 2.87 11.11 26.48 44.26 65.39]]
1997,[[ 0.7   3.69 42.3  73.54]]
1998,[[30.57 60.97 77.18 80.71 88.8  91.13]]
1999,[[ 5.79 38.88 46.45 98.18]]
2000,[[ 0.62  7.25 36.12 73.37]]
2001,[[16.63 16.8  19.18 19.57 44.08 84.32]]
2002,[[15.42 16.83 22.58 36.41 57.37 65.73]]
2003,[[32.73 53.5  66.74]]
2004,[[ 2.87 25.71 37.73 57.49]]
2005,[[11.3  67.96]]
2006,[[80.58 85.8 ]]
2007,[[14.27 18.45 46.11 53.65 70.62]]
2008,[[10.62 29.07 43.35 59.92 92.74 98.53]]
2009,[[11.6  16.54 28.96]]
2010,[[22.03 64.25]]
2011,[[ 6.78 80.86]]
2012,[[58.65 76.87]]
2013,[[ 4.19 12.69 42.62 61.79 62.12]]
2014,[[19.47 49.84 79.76 83.06]]
2015,[[32.38 61.51 66.08 66.1 ]]
2016,[[13.11 59.57 67.44 78.81]]
2017,[[ 7.66 32.39 53.28 89.49]]
2018,[[ 8.03 10.25 16.36 20.35 39.96]]
2019,[[29.85 33.43 47.69]]
2020,[[ 7.37 31.92 79.67]]
2021,[[23.14 55.63 90.02]]
2022,[[19.44 45.01 54.61 60.35 96.93 99.56]]
2023,[[22.88 49.85 55.53 74.21]]
2024,[[13.73 71.84]]
2025,[[14.9  15.64 38.28]]
2026,[[45.38 47.75]]
2027,[[ 8.91 21.69 38.66 50.28 75.46]]
2028,[[35.95 69.52]]
2029,[[16.36 24.05 51.1 ]]
2030,[[ 1.6   2.84 43.3  86.38 93.73]]
2031,[[46.78 96.41]]
2032,[[ 6.1  24.9  41.94 58.45 83.53]]
2033,[[70.97 76.03]]
2034,[[ 3.28 57.33 59.89]]
2035,[[15.3  77.08 81.31 90.47 96.04]]
2036,[[ 1.72 61.08 96.71]]
2037,[[ 2.95 21.03 28.78 48.01 73.26]]
2038,[[76.39 85.37]]
2039,[[ 8.29 25.47 66.86 71.85 79.2 ]]
2040,[[32.15 65.41 90.79 96.03]]
2041,[[49.6  52.78 54.43 68.63]]
2042,[[10.44 29.82 53.78 64.25 82.66]]
2043,[[ 2.93 13.28 74.85 88.37 88.58]]
2044,[[ 7.36 49.97 83.86 85.02]]
2045,[[10.62 14.6  93.93]]
2046,[[18.82 51.45 58.78 59.83 73.37]]
2047,[[38.7  44.27 52.26 58.77 77.06 98.47]]
2048,[[ 1.72 23.37]]
2049,[[ 9.91 60.58 63.91 97.9 ]]
2050,[[37.24 43.66 46.82 88.45]]
2051,[[69.82 76.69]]
2052,[[23.27 31.57 33.12]]
2053,[[49.71 64.61 75.23]]
2054,[[32.88 40.73 61.36 86.5 ]]
2055,[[44.36 57.36 72.41]]
2056,[[33.31 63.39]]
2057,[[19.33 26.26 73.79 91.12 99.7 ]]
2058,[[ 7.54 16.9  32.14 88.18]]
2059,[[26.92 31.7  49.94 58.62 62.91 98.99]]
2060,[[23.81 49.29 64.32 69.02 88.39]]
2061,[[21.66 26.23 71.41 93.43]]
2062,[[38.84 49.72]]
2063,[[30.4  58.09 90.22 94.63]]
2064,[[29.06 32.72 41.21 55.03 69.3  89.29]]
2065,[[13.77 38.15 81.94]]
2066,[[ 3.73 12.35 68.24 87.49]]
2067,[[ 4.27 18.56 28.45 56.65 97.9 ]]
2068,[[ 8.04 36.04 57.79 58.9  94.04 97.49]]
2069,[[10.64 58.32 61.21 76.47]]
2070,[[18.28 87.87]]
2071,[[ 5.5  68.79 80.96 88.2 ]]
2072,[[ 5.98 15.61 16.67 64.27 76.41 88.08]]
2073,[[47.6  69.09 82.62]]
2074,[[ 1.62 75.4  81.7  81.92 99.12 99.94]]
2075,[[19.06 52.87 82.16 84.28 84.98]]
2076,[[ 9.65 28.73 29.67 39.37 57.17 67.75]]
2077,[[18.27 24.6  42.17 55.5  69.12 96.82]]
2078,[[17.33 69.31 82.92 95.63]]
2079,[[16.87 37.83 42.34 56.31 59.16 74.97]]
2080,[[57.01 69.06]]
2081,[[ 0.36  7.82 57.78 65.5  78.92 81.08]]
2082,[[57.28 63.99]]
2083,[[58.37 67.61 96.87]]
2084,[[23.66 33.7  98.01]]
2085,[[ 3.88 10.26 16.98 36.18 57.63]]
2086,[[37.12 38.78 42.23 43.56 44.93 55.57]]
2087,[[23.73 23.92 58.11 86.65 97.23]]
2088,[[ 2.51 35.52 46.66 63.35]]
2089,[[12.22 21.65 35.62 46.29]]
2090,[[14.28 60.73 85.87]]
2091,[[ 7.77 17.88 41.45 66.54 73.21]]
2092,[[ 4.83 28.38 75.77]]
2093,[[ 2.13 11.04 11.44 41.16 49.84]]
2094,[[ 5.9  63.34 94.21]]
2095,[[42.53 98.23]]
2096,[[12.54 78.67]]
2097,[[18.83 49.33 59.92]]
2098,[[ 1.52 12.23 24.04 28.16 60.05 83.05]]
2099,[[16.9  27.88 51.39 57.45 79.07 87.25]]
2100,[[25.51 82.46]]
2101,[[27.27 87.9 ]]
2102,[[11.15 36.31 76.89 80.43]]
2103,[[ 9.94 19.38 30.41]]
2104,[[17.27 18.09 31.83 64.73 89.16 97.95]]
2105,[[ 0.81 40.89 63.79 82.2  94.03]]
2106,[[57.07 87.69 95.59]]
2107,[[43.85 64.71 96.7 ]]
2108,[[20.83 56.78 66.12 94.27 99.98]]
2109,[[18.73 57.18 73.26 97.52]]
2110,[[10.57 37.39 96.94]]
2111,[[31.79 53.97]]
2112,[[21.17 21.56 56.09 64.83]]
2113,[[ 3.81 34.56 37.45 39.11 53.93 94.3 ]]
2114,[[18.25 41.8  44.06]]
2115,[[12.1  21.36 63.07 72.4  81.39]]
2116,[[10.52 12.37]]
2117,[[21.84 26.23 28.24 94.7  99.53]]
2118,[[ 5.51  8.98 35.24]]
2119,[[ 8.59 95.7 ]]
2120,[[17.03 37.4  48.04 50.61 74.4  77.28]]
2121,[[12.92 34.77]]
2122,[[ 9.87 24.94 28.41 48.04]]
2123,[[11.87 12.39 19.44 21.09 21.97 73.38]]
2124,[[ 3.17  5.84 23.62]]
2125,[[58.   90.95]]
2126,[[27.22 40.84 72.03 77.3  98.36]]
2127,[[ 3.52 27.65 81.71 88.96 92.76]]
2128,[[23.45 43.12 76.9  86.41 93.33]]
2129,[[ 4.61 31.62 32.99 35.17 58.7  71.  ]]
2130,[[32.29 73.79 98.31]]
2131,[[ 6.86 14.91 19.18 57.68 71.94]]
2132,[[13.72 41.06 42.91 43.28 72.81 92.35]]
2133,[[56.04 63.71 65.69 84.34 92.89]]
2134,[[ 6.65  7.54 15.56 44.88 83.84 88.69]]
2135,[[41.41 62.85 65.86 69.95 93.81 95.38]]
2136,[[25.34 27.06 44.44 57.14]]
2137,[[25.61 63.25 72.79 77.78 87.16 96.54]]
2138,[[ 5.09  9.44 59.22 65.2  73.2  93.6 ]]
2139,[[ 2.91 17.32 66.41]]
2140,[[22.78 39.76 55.9  90.21]]
2141,[[20.35 52.5  79.59 91.26 92.86 96.61]]
2142,[[45.39 57.27 67.11]]
2143,[[ 1.42  5.36 20.6 ]]
2144,[[30.13 97.03 98.94]]
2145,[[11.24 14.9  36.03 56.69 74.22 82.62]]
2146,[[11.97 28.46 70.46 92.64 98.78]]
2147,[[31.1  44.3  58.55]]
2148,[[ 0.63  3.99 16.76 91.18 94.67]]
2149,[[35.05 45.96 56.71 83.44]]
2150,[[10.57 26.42 52.39 64.34]]
2151,[[15.98 17.17 38.95 40.07 56.79 98.29]]
2152,[[47.97 61.67]]
2153,[[56.51 63.79 74.68 76.47]]
2154,[[ 2.46 32.66 55.51 73.21]]
2155,[[35.12 60.92]]
2156,[[34.85 41.62 76.22 92.03 94.89]]
2157,[[48.47 71.47 79.35 80.39]]
2158,[[67.77 85.27]]
2159,[[61.66 65.67 72.41 73.33]]
2160,[[46.51 68.36 68.5  69.92]]
2161,[[ 1.18  4.54 21.8  33.85 49.38 64.48]]
2162,[[ 2.95 13.03 36.23 51.42 97.9 ]]
2163,[[20.18 22.82 32.03]]
2164,[[43.5  94.44]]
2165,[[10.37 15.74 34.26 38.26 39.03 93.62]]
2166,[[55.26 70.24]]
2167,[[51.12 52.42 66.67 96.11]]
2168,[[21.61 43.08 52.79 60.51 93.12]]
2169,[[48.92 55.13 74.69 76.54 89.75]]
2170,[[22.6  52.68 65.97 75.72 89.4 ]]
2171,[[ 8.65 20.24 43.57 96.12]]
2172,[[46.28 66.41]]
2173,[[56.41 79.67]]
2174,[[26.42 43.89 73.84 83.92 95.38]]
2175,[[37.07 79.86]]
2176,[[ 9.91 41.28 72.67 83.89 96.45]]
2177,[[30.69 81.87]]
2178,[[46.48 88.99]]
2179,[[49.84 51.44 86.31]]
2180,[[69.92 75.91]]
2181,[[ 1.59  5.32 17.   27.93]]
2182,[[ 0.64 18.31 40.16 88.22]]
2183,[[48.03 69.29 86.42 88.  ]]
2184,[[ 3.88  7.21 98.98]]
2185,[[22.83 35.65 61.03 97.32]]
2186,[[ 5.91 55.86 71.85 91.71]]
2187,[[34.32 41.68]]
2188,[[ 7.76 22.04 53.38 80.55 96.17]]
2189,[[25.43 28.99 65.14 75.17 80.55]]
2190,[[ 2.42 56.46 89.45]]
2191,[[33.64 36.26 40.37 46.09 55.31 83.78]]
2192,[[37.16 39.72 66.01]]
2193,[[36.94 45.39 70.75]]
2194,[[19.2  27.53 41.93 44.5  92.73]]
2195,[[ 6.32 21.92 76.55]]
2196,[[38.14 75.52 78.2  81.78]]
2197,[[ 6.56 17.97 23.48 26.35 65.9  76.61]]
2198,[[84.59 99.23]]
2199,[[19.96 36.43 42.53 47.99 61.3  93.52]]
2200,[[35.82 60.57 69.16]]
2201,[[40.29 68.36]]
2202,[[ 5.37 25.18 29.89 73.01 96.36 96.61]]
2203,[[10.7  30.99]]
2204,[[23.41 68.89 75.78 90.06 97.07]]
2205,[[25.08 28.3  66.22 80.63 95.69 98.01]]
2206,[[ 1.77  9.75 44.45 52.34 66.77 74.16]]
2207,[[27.6  47.27 65.29 65.33 71.74 93.14]]
2208,[[ 2.89 16.7  37.93 43.49 65.44 75.2 ]]
2209,[[ 6.96 13.9  18.26 68.63 87.88 91.01]]
2210,[[10.31 14.44 52.91 64.91 66.41 84.38]]
2211,[[ 2.38 37.65 99.84]]
2212,[[12.65 36.93 42.03 50.31 72.77 99.22]]
2213,[[36.3  83.34]]
2214,[[83.97 88.43]]
2215,[[10.27 59.45 84.52]]
2216,[[17.66 24.08 78.14 96.38]]
2217,[[16.28 29.9  64.93 67.2  93.08]]
2218,[[23.36 93.28]]
2219,[[30.25 31.94 33.34 35.22 60.21 74.15]]
2220,[[29.96 42.11]]
2221,[[15.48 74.67]]
2222,[[ 6.88 14.7  42.55 58.91]]
2223,[[ 7.03 39.18 65.68 81.72]]
2224,[[57.41 67.11]]
2225,[[ 0.94  8.41 26.09 43.27 54.25]]
2226,[[31.13 63.23 82.35 85.4 ]]
2227,[[ 7.75 26.93]]
2228,[[ 3.67 20.36 26.32 45.28 75.51 76.69]]
2229,[[45.06 88.14]]
2230,[[10.66 93.55 94.76]]
2231,[[21.4  28.85 44.7  78.27]]
2232,[[ 1.61 18.03 60.1 ]]
2233,[[ 8.47 19.71 47.94 55.76]]
2234,[[ 0.53 23.96 29.85 34.83 95.15]]
2235,[[ 8.84 14.22 31.71 44.46 57.18]]
2236,[[27.14 30.49 82.52]]
2237,[[54.02 69.32 82.93]]
2238,[[11.36 19.67 21.99 65.6 ]]
2239,[[20.66 21.69 59.24 75.69 95.44]]
2240,[[ 6.07 30.77 95.94]]
2241,[[ 5.46 17.88 30.29 62.17 79.09]]
2242,[[24.96 47.29 56.44]]
2243,[[ 0.48 17.31 25.24 64.65 71.21 97.73]]
2244,[[28.26 67.24 77.63]]
2245,[[27.05 52.41 52.42 64.  ]]
2246,[[ 6.87 71.83 74.78 89.04]]
2247,[[10.08 26.8  37.81 63.98 96.08]]
2248,[[16.6  41.54 75.2  78.19 84.96]]
2249,[[11.64 12.84 15.56 30.38 51.67 99.93]]
2250,[[44.16 48.92 51.47 53.81 65.25]]
2251,[[ 5.94 28.   51.46]]
2252,[[35.95 36.81 56.62]]
2253,[[21.74 33.17 97.83]]
2254,[[28.27 55.95 69.98 71.62 84.15]]
2255,[[26.19 78.06 91.15 96.55]]
2256,[[50.03 86.48]]
2257,[[21.17 53.92 73.49 93.09]]
2258,[[12.55 15.08 55.14 81.01]]
2259,[[24.1  36.97 44.95 63.09 75.96 99.12]]
2260,[[ 6.58 14.77 48.11 81.23 95.14]]
2261,[[ 3.99  5.95 58.44]]
2262,[[72.44 87.7 ]]
2263,[[23.95 30.17 32.94 51.85 92.98]]
2264,[[86.34 93.27]]
2265,[[40.51 46.78 60.92 73.5  91.04 96.95]]
2266,[[ 2.36 51.93 71.38]]
2267,[[52.13 85.42]]
2268,[[ 5.82 67.82 71.12 76.1 ]]
2269,[[ 2.94 33.12 47.73 60.56 61.35 83.58]]
2270,[[80.59 83.55 95.61]]
2271,[[14.63 16.27 26.34 26.62]]
2272,[[20.16 43.68 44.66 72.26 85.06]]
2273,[[56.35 97.7  99.08]]
2274,[[64.75 65.12]]
2275,[[24.85 47.39 48.89]]
2276,[[12.67 19.71 24.34]]
2277,[[16.06 25.4  88.4  95.81]]
2278,[[61.79 67.15 67.61 73.98 99.3 ]]
2279,[[10.24 16.29 43.29 75.8 ]]
2280,[[ 7.73 62.93 68.33 81.22 97.01]]
2281,[[42.03 96.02]]
2282,[[ 7.68 37.62 79.53]]
2283,[[ 5.94 64.2  66.15 90.85 94.23]]
2284,[[69.96 82.22 86.39 94.28]]
2285,[[ 5.16 84.19 92.78]]
2286,[[46.51 52.52]]
2287,[[13.61 52.58 59.66 60.69]]
2288,[[ 1.17  1.38 14.03 27.5  37.7  66.85]]
2289,[[ 4.64 63.33 73.64 96.6 ]]
2290,[[38.55 69.72]]
2291,[[ 8.37 34.96 38.5  65.2  87.61 96.88]]
2292,[[ 1.31 56.49 74.23 84.63 87.45]]
2293,[[51.72 73.95 86.71 95.76]]
2294,[[34.1  34.84 45.43 48.22 50.51 70.85]]
2295,[[25.88 85.66]]
2296,[[ 6.68 16.72 37.54 42.87 60.08 94.85]]
2297,[[23.43 23.72 51.28 56.45 62.3 ]]
2298,[[ 0.13 64.47 79.71]]
2299,[[14.54 43.63 83.35]]
2300,[[ 1.07 18.49 22.2  55.58 84.94 89.67]]
2301,[[ 8.97 29.48]]
2302,[[ 6.32 15.59 46.95 71.01 76.2  87.78]]
2303,[[ 5.97 12.17 25.06 41.59 46.39 94.9 ]]
2304,[[11.2  62.43 95.2 ]]
2305,[[ 3.27  6.91 14.22 25.37 28.15 34.08]]
2306,[[21.04 22.55]]
2307,[[ 4.17  5.29  7.49 27.76 53.9  55.24]]
2308,[[16.29 32.33 42.55 50.  ]]
2309,[[ 9.65 41.01 56.24 70.48 79.63 94.4 ]]
2310,[[32.8  70.49 89.84]]
2311,[[13.2  27.43 41.08 63.39 82.19]]
2312,[[41.67 56.44 66.34 84.04 90.5 ]]
2313,[[ 2.94  9.86 20.55 60.23]]
2314,[[33.5  47.1  62.52 73.37]]
2315,[[4.48 7.58]]
2316,[[54.66 77.52 77.74 99.96]]
2317,[[ 2.38  5.28  6.43 42.59 42.73 98.17]]
2318,[[51.24 59.84]]
2319,[[ 3.88 11.13 24.23 27.39 36.95 76.17]]
2320,[[ 1.65 86.39 94.12]]
2321,[[77.24 77.52 88.53]]
2322,[[ 5.65 26.53 71.2  74.04 77.28 81.92]]
2323,[[11.83 51.68 59.69 91.15]]
2324,[[ 7.32 19.34 40.29 61.56 84.63]]
2325,[[ 9.84 11.65 71.69]]
2326,[[ 6.26 94.93]]
2327,[[ 4.54 35.19 51.28 73.11 81.49]]
2328,[[34.15 50.23 55.77 82.92]]
2329,[[33.16 51.4  89.   90.27]]
2330,[[ 6.88 12.31 45.73 68.18 89.48]]
2331,[[12.03 30.62 53.94 63.84 65.26]]
2332,[[ 9.46 33.7  42.99 86.53]]
2333,[[26.36 49.71 51.32 69.98]]
